state,district,month,C,B_adult,B,D_child,D_adult,D,E0,E5,E18,E,A,e,d,b,c,d_e,d_d,d_b,d_c,d_b_lag1,d_c_lag1,d_b_lag2,d_c_lag2,d_b_lag3,d_c_lag3,month_num,d_b_next,d_b_pred,ASI_future,MBU,RP,MBU_next,RP_next,ASI_current,AERS_current,AERS_future
Arunachal Pradesh,Upper Siang,2025-11,251,55,306,45.0,137.0,182.0,3.0,5.0,1.0,9.0,306.0,0.029411764705882353,0.5947712418300654,1.0,0.8202614379084967,-0.03846153846153846,-0.6993464052287582,0.13122171945701355,0.20035193564605325,0.33484162895927605,0.3257918552036199,0.03619909502262442,0.081447963800905,0.004524886877828038,-0.05429864253393665,11,0.0,-0.07185481233702917,-0.06311634807320543,0.5143439397761361,0.17973838235312095,0.5143439397761361,0.17973838235312095,-0.0031422825540473095,-0.0021810027718994094,-0.04380794143496889
Arunachal Pradesh,Upper Subansiri,2025-06,260,219,479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,0.0,0.0,0.8462897526501767,0.45936395759717313,0.0,0.0,-0.1413427561837456,-0.019434628975265045,-0.012367491166077715,-0.11484098939929327,0.0,0.20544637382504094,0.0,0.0,6,0.07773851590106007,-0.0011119947378723832,-0.004015590441188108,0.54279685339662,0.45720196497638377,0.5602288392169732,0.4397700785662247,-0.14620141342756185,-0.14620124067202486,-0.004015586095448662
Arunachal Pradesh,Upper Subansiri,2025-07,293,230,523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,0.0,0.0,0.9240282685512368,0.5176678445229682,0.0,0.0,0.07773851590106007,0.05830388692579508,-0.1413427561837456,-0.019434628975265045,-0.012367491166077715,-0.11484098939929327,0.0,0.20544637382504094,7,-0.3356890459363958,-0.26325837427155385,-0.2545475871616067,0.5602288392169732,0.4397700785662247,0.33443677269666666,0.39339272474389725,0.09231448763250884,0.09231438772821923,-0.18526724243854034
Arunachal Pradesh,Upper Subansiri,2025-09,202,131,333,87.0,184.0,271.0,34.0,22.0,0.0,56.0,566.0,0.0989399293286219,0.4787985865724382,0.588339222614841,0.3568904593639576,0.0989399293286219,0.4787985865724382,-0.3356890459363958,-0.16077738515901063,0.07773851590106007,0.05830388692579508,-0.1413427561837456,-0.019434628975265045,-0.012367491166077715,-0.11484098939929327,9,-0.09010600706713778,-0.08657605574321786,-0.09327962200858879,0.33443677269666666,0.39339272474389725,0.46067357136799686,0.27304909735535776,-0.23144876325088343,-0.16845523704013055,-0.06844137319764754
Arunachal Pradesh,Upper Subansiri,2025-10,205,77,282,54.0,109.0,163.0,14.0,16.0,1.0,31.0,566.0,0.054770318021201414,0.2879858657243816,0.49823321554770317,0.3621908127208481,-0.04416961130742049,-0.19081272084805656,-0.09010600706713778,0.005300353356890497,-0.3356890459363958,-0.16077738515901063,0.07773851590106007,0.05830388692579508,-0.1413427561837456,-0.019434628975265045,10,0.47314424420184964,0.21853547286511402,0.21224289341672656,0.46067357136799686,0.27304909735535776,0.6192955069280465,0.12523007365817465,-0.14752650176678442,-0.10824353858374576,0.15802026344638778
Arunachal Pradesh,Upper Subansiri,2025-11,475,68,543,49.0,175.0,224.0,11.0,11.0,11.0,33.0,559.0,0.059033989266547404,0.4007155635062612,0.9713774597495528,0.8497316636851521,0.00426367124534599,0.11272969778187958,0.47314424420184964,0.487540850964304,-0.09010600706713778,0.005300353356890497,-0.3356890459363958,-0.16077738515901063,0.07773851590106007,0.05830388692579508,11,-0.3783756181289266,-0.12306880044746643,-0.04688702459235535,0.6192955069280465,0.12523007365817465,0.6192955069280465,0.12523007365817465,0.624277799199732,0.46479079089626885,-0.034908589206583795
Arunachal Pradesh,West Kameng,2025-06,279,489,768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.7942088934850051,0.28852119958634953,0.0,0.0,0.08996897621509814,0.03722854188210961,-0.295760082730093,-0.08996897621509825,0.0,0.034573216301067355,0.0,0.0,6,-0.1830403309203722,0.09881965793341821,0.10438172111389778,0.3632807925878562,0.6367179482991459,0.3434850555836738,0.6565133082091894,0.09927611168562554,0.09927598668578294,0.10438155032378074
Arunachal Pradesh,West Kameng,2025-07,203,388,591,0.0,0.0,0.0,43.0,30.0,10.0,83.0,967.0,0.08583247156153051,0.0,0.6111685625646329,0.20992761116856257,0.08583247156153051,0.0,-0.1830403309203722,-0.07859358841778696,0.08996897621509814,0.03722854188210961,-0.295760082730093,-0.08996897621509825,0.0,0.034573216301067355,7,-0.026887280248190315,-0.22502478606493265,-0.23344939783169616,0.3434850555836738,0.6565133082091894,0.3582520908448817,0.346902061142844,-0.1812306101344363,-0.1812303136036186,-0.16461781216005492
Arunachal Pradesh,West Kameng,2025-09,369,196,565,126.0,339.0,465.0,46.0,35.0,1.0,82.0,967.0,0.08479834539813857,0.4808686659772492,0.5842812823164426,0.3815925542916236,-0.0010341261633919352,0.4808686659772492,-0.026887280248190315,0.17166494312306102,-0.1830403309203722,-0.07859358841778696,0.08996897621509814,0.03722854188210961,-0.295760082730093,-0.08996897621509825,9,-0.125129265770424,-0.12629456268069916,-0.08713595540690397,0.3582520908448817,0.346902061142844,0.3345149840709343,0.3626118228701966,0.13598759048603926,0.09589221405003713,-0.06074481036257974
Arunachal Pradesh,West Kameng,2025-10,283,161,444,81.0,321.0,402.0,32.0,14.0,0.0,46.0,967.0,0.047569803516028956,0.4157187176835574,0.4591520165460186,0.29265770423991727,-0.03722854188210962,-0.0651499482936918,-0.125129265770424,-0.08893485005170632,-0.026887280248190315,0.17166494312306102,-0.1830403309203722,-0.07859358841778696,0.08996897621509814,0.03722854188210961,10,0.17496256678731475,0.15829438878245922,0.14173233211889316,0.3345149840709343,0.3626118228701966,0.27886686909612696,0.47433190084825494,-0.17295760082730094,-0.12057338000093501,0.10675261821329893
Arunachal Pradesh,West Kameng,2025-11,256,231,487,66.0,365.0,431.0,20.0,19.0,7.0,46.0,768.0,0.059895833333333336,0.5611979166666666,0.6341145833333334,0.3333333333333333,0.01232602981730438,0.14547919898310924,0.17496256678731475,0.040675629093416044,-0.125129265770424,-0.08893485005170632,-0.026887280248190315,0.17166494312306102,-0.1830403309203722,-0.07859358841778696,11,0.36588541666666663,0.16225433082130772,0.17290754175613102,0.27886686909612696,0.47433190084825494,0.27886686909612696,0.47433190084825494,0.22458278126077216,0.16915547459630176,0.13023374776482471
Arunachal Pradesh,West Siang,2025-06,236,185,421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,0.0,0.0,0.8734439834024896,0.4896265560165975,0.0,0.0,-0.12655601659751037,-0.1327800829875519,0.0,0.008156024753535163,0.0,0.06644699667955478,0.0,0.0,6,0.02904564315352698,0.038864083956118546,0.019026315046856253,0.560569429466829,0.43942942564137016,0.5356315904036171,0.4643673015516337,-0.15975103734439833,-0.15975085444674547,0.019026293964847767
Arunachal Pradesh,West Siang,2025-07,233,202,435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,0.0,0.0,0.9024896265560166,0.483402489626556,0.0,0.0,0.02904564315352698,-0.006224066390041472,-0.12655601659751037,-0.1327800829875519,0.0,0.008156024753535163,0.0,0.06644699667955478,7,0.09751037344398339,-0.2803843234669285,-0.28131421888455016,0.5356315904036171,0.4643673015516337,0.29712847668103287,0.21581527018143493,0.02748962655601661,0.027489596096280246,-0.14429836948032956
Arunachal Pradesh,West Siang,2025-09,476,131,607,199.0,796.0,995.0,45.0,35.0,0.0,80.0,607.0,0.13179571663920922,1.6392092257001647,1.0,0.7841845140032949,0.13179571663920922,1.6392092257001647,0.09751037344398339,0.3007820243767389,0.02904564315352698,-0.006224066390041472,-0.12655601659751037,-0.1327800829875519,0.0,0.008156024753535163,9,-0.3311367380560132,-0.3072829091677485,-0.21105675670131477,0.29712847668103287,0.21581527018143493,0.3989358481993885,0.2610833535034592,0.6154571151230116,0.31569487866436274,-0.13930151207199393
Arunachal Pradesh,West Siang,2025-10,300,106,406,59.0,287.0,346.0,27.0,16.0,0.0,43.0,607.0,0.07084019769357495,0.5700164744645799,0.6688632619439868,0.4942339373970346,-0.060955518945634266,-1.0691927512355848,-0.3311367380560132,-0.28995057660626034,0.09751037344398339,0.3007820243767389,0.02904564315352698,-0.006224066390041472,-0.12655601659751037,-0.1327800829875519,10,0.3311367380560132,0.07887721668777334,0.0030709172975202067,0.3989358481993885,0.2610833535034592,0.6578942725387312,0.0677965423729492,-0.6861614497528831,-0.4528797323051665,0.0022285364761638143
Arunachal Pradesh,West Siang,2025-11,1100,80,1180,67.0,425.0,492.0,21.0,21.0,2.0,44.0,1180.0,0.03728813559322034,0.41694915254237286,1.0,0.9322033898305084,-0.033552062100354614,-0.15306732192220707,0.3311367380560132,0.43796945243347385,-0.3311367380560132,-0.28995057660626034,0.09751037344398339,0.3007820243767389,0.02904564315352698,-0.006224066390041472,11,-0.7279661016949153,-0.24486095047238224,-0.18503730571365073,0.6578942725387312,0.0677965423729492,0.6578942725387312,0.0677965423729492,0.39397425515874124,0.28590349828036926,-0.13427987317240095
Assam,Baksa,2025-06,687,453,1140,0.0,0.0,0.0,28.0,12.0,12.0,52.0,3072.0,0.016927083333333332,0.0,0.37109375,0.2236328125,-0.009765625,0.0,-0.27799479166666663,-0.2314453125,-0.35091145833333337,-0.390625,0.0,0.12903645833333333,0.0,0.0,6,0.083984375,0.11782560037484346,0.08286947833839044,0.6026299550182265,0.39736735025219305,0.6230315350837798,0.3769662674961562,-0.33829752604166663,-0.3382966144213162,0.08286929623933605
Assam,Baksa,2025-07,871,527,1398,0.0,0.0,0.0,110.0,71.0,39.0,220.0,3072.0,0.07161458333333333,0.0,0.455078125,0.2835286458333333,0.0546875,0.0,0.083984375,0.059895833333333315,-0.27799479166666663,-0.2314453125,-0.35091145833333337,-0.390625,0.0,0.12903645833333333,7,-0.083984375,-0.07298272922356366,-0.06192036681516733,0.6230315350837798,0.3769662674961562,0.2223755018957067,0.2938588572505181,0.11263020833333333,0.11262996083745373,-0.031965420880927076
Assam,Baksa,2025-09,805,335,1140,288.0,2192.0,2480.0,493.0,215.0,1.0,709.0,3072.0,0.23079427083333334,0.8072916666666666,0.37109375,0.2620442708333333,0.1591796875,0.8072916666666666,-0.083984375,-0.021484375,0.083984375,0.059895833333333315,-0.27799479166666663,-0.2314453125,-0.35091145833333337,-0.390625,9,0.318359375,-0.09974081943048851,-0.07404801712341622,0.2223755018957067,0.2938588572505181,0.1896076486448422,0.6416421288363456,0.15226236979166666,0.07860306689148654,-0.06155239775676291
Assam,Baksa,2025-10,759,1359,2118,108.0,1777.0,1885.0,408.0,128.0,90.0,626.0,3072.0,0.20377604166666666,0.6136067708333334,0.689453125,0.2470703125,-0.027018229166666685,-0.19368489583333326,0.318359375,-0.014973958333333315,-0.083984375,-0.021484375,0.083984375,0.059895833333333315,-0.27799479166666663,-0.2314453125,10,0.310546875,0.17638133477018322,0.16764168823423634,0.1896076486448422,0.6416421288363456,0.34412706965010964,0.24947739364838994,0.2594401041666667,0.21565952885823786,0.09951285437073826
Assam,Baksa,2025-11,1796,597,2393,184.0,2642.0,2826.0,322.0,138.0,25.0,485.0,2393.0,0.2026744671959883,1.1809444212285833,1.0,0.7505223568742164,-0.0011015744706783515,0.56733765039525,0.310546875,0.5034520443742164,0.318359375,-0.014973958333333315,-0.083984375,-0.021484375,0.083984375,0.059895833333333315,11,-0.02214793146677807,-0.10095145124488375,-0.009788628061002344,0.34412706965010964,0.24947739364838994,0.34412706965010964,0.24947739364838994,0.577968905074697,0.343084921700087,-0.005810573306579929
Assam,Barpeta,2025-06,5269,2303,7572,0.0,0.0,0.0,699.0,376.0,104.0,1179.0,11969.0,0.09850446988052469,0.0,0.6326343052886624,0.4402205698053304,0.0832149720110285,0.0,-0.2173949369203776,-0.22591695212632634,-0.14997075779096003,-0.1611663463948534,0.0,0.01732608232132693,0.0,0.0,6,-0.19692539059236358,0.1152333605861625,0.084696997970996,0.6958520432312327,0.3041463760792426,0.27450951108695737,0.409395033547621,-0.2530704319492021,-0.2530700319234213,0.05792466182926983
Assam,Barpeta,2025-07,3080,2135,5215,678.0,5327.0,6005.0,3310.0,895.0,184.0,4389.0,11969.0,0.36669730136185147,0.5017127579580584,0.4357089146962988,0.25733143955217647,0.2681928314813268,0.5017127579580584,-0.19692539059236358,-0.18288913025315395,-0.2173949369203776,-0.22591695212632634,-0.14997075779096003,-0.1611663463948534,0.0,0.01732608232132693,7,0.40738574651182213,-0.0796733281600952,-0.08249290395785623,0.27450951108695737,0.409395033547621,0.3801454076067014,0.20840328070767342,-0.05017127579580577,-0.03431236352686639,-0.04855109041963998
Assam,Barpeta,2025-09,7988,2103,10091,1066.0,9856.0,10922.0,2848.0,843.0,11.0,3702.0,11969.0,0.3092990224747264,0.9125240203859971,0.8430946612081209,0.6673907594619434,-0.057398278887125065,0.41081126242793875,0.40738574651182213,0.4100593199097669,-0.19692539059236358,-0.18288913025315395,-0.2173949369203776,-0.22591695212632634,-0.14997075779096003,-0.1611663463948534,9,0.15690533879187907,-0.21320302964394525,-0.1425803551765175,0.3801454076067014,0.20840328070767342,0.430602884128942,0.4051769899460888,0.5982538223744673,0.3521015024375537,-0.11916579129500296
Assam,Barpeta,2025-10,10294,7012,17306,540.0,6060.0,6600.0,1303.0,408.0,25.0,1736.0,17306.0,0.10031203050964983,0.38137062290535073,1.0,0.5948226048769213,-0.20898699196507659,-0.5311533974806464,0.15690533879187907,-0.07256815458502208,0.40738574651182213,0.4100593199097669,-0.19692539059236358,-0.18288913025315395,-0.2173949369203776,-0.22591695212632634,10,-0.30538541546284526,-0.05766853672472784,-0.09155638582573886,0.430602884128942,0.4051769899460888,0.37022748947445194,0.3280088448114909,-0.046271797215807195,-0.0386730368502527,-0.06392799521943335
Assam,Barpeta,2025-11,8078,3943,12021,787.0,9011.0,9798.0,1286.0,394.0,158.0,1838.0,17306.0,0.10620594013636889,0.5661620247313071,0.6946145845371547,0.4667745290650641,0.005893909626719054,0.18479140182595633,-0.30538541546284526,-0.12804807581185718,0.15690533879187907,-0.07256815458502208,0.40738574651182213,0.4100593199097669,-0.19692539059236358,-0.18288913025315395,11,-0.1012365653530567,0.07383233619190538,0.0601369286596071,0.37022748947445194,0.3280088448114909,0.37022748947445194,0.3280088448114909,-0.2897261065526407,-0.2022972945862543,0.041989788622499316
Assam,Biswanath,2025-06,448,307,755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786.0,0.0,0.0,0.4227323628219485,0.25083986562150057,0.0,0.0,-0.15733482642777152,-0.15229563269876817,-0.41993281075028,-0.41601343784994405,0.0,0.1960811597136135,0.0,0.0,6,-0.0414333706606943,0.11350096541008978,0.09074751098084913,0.5933760797752604,0.40662155466742167,0.5800278473865853,0.41996953000648957,-0.19540873460246355,-0.19540827235190142,0.09074727298579839
Assam,Biswanath,2025-07,395,286,681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786.0,0.0,0.0,0.3812989921612542,0.2211646136618141,0.0,0.0,-0.0414333706606943,-0.029675251959686455,-0.15733482642777152,-0.15229563269876817,-0.41993281075028,-0.41601343784994405,0.0,0.1960811597136135,7,0.12318029115341544,-0.17250977961305233,-0.17694335713051468,0.5800278473865853,0.41996953000648957,0.23255019619642606,0.23085414838456264,-0.048852183650615916,-0.04885205553054076,-0.08199632043902597
Assam,Biswanath,2025-09,693,208,901,173.0,1906.0,2079.0,215.0,120.0,2.0,337.0,1786.0,0.18868980963045912,1.164053751399776,0.5044792833146696,0.38801791713325867,0.18868980963045912,1.164053751399776,0.12318029115341544,0.16685330347144456,-0.0414333706606943,-0.029675251959686455,-0.15733482642777152,-0.15229563269876817,-0.41993281075028,-0.41601343784994405,9,0.2413213885778276,-0.16515300007350764,-0.1001274894793995,0.23255019619642606,0.23085414838456264,0.14483755611825055,0.7019510107473684,0.5030795072788353,0.2331292293426754,-0.08478681332011305
Assam,Biswanath,2025-10,397,935,1332,78.0,1331.0,1409.0,148.0,72.0,1.0,221.0,1786.0,0.12374020156774916,0.7889137737961927,0.7458006718924972,0.22228443449048152,-0.06494960806270995,-0.3751399776035833,0.2413213885778276,-0.16573348264277715,0.12318029115341544,0.16685330347144456,-0.0414333706606943,-0.029675251959686455,-0.15733482642777152,-0.15229563269876817,10,-0.1016565277483531,0.09374628558982347,0.05590303583692107,0.14483755611825055,0.7019510107473684,0.21971396062490764,0.31934682357812466,0.08986562150055998,0.07609718084094734,0.030135134337580888
Assam,Biswanath,2025-11,584,274,858,136.0,1664.0,1800.0,203.0,100.0,33.0,336.0,1332.0,0.25225225225225223,1.3513513513513513,0.6441441441441441,0.43843843843843844,0.12851205068450305,0.5624375775551587,-0.1016565277483531,0.21615400394795692,0.2413213885778276,-0.16573348264277715,0.12318029115341544,0.16685330347144456,-0.0414333706606943,-0.029675251959686455,11,0.3558558558558559,0.08624511934517369,0.13935632103682158,0.21971396062490764,0.31934682357812466,0.21971396062490764,0.31934682357812466,0.12511938029855157,0.06744695126273464,0.07512152770175856
Assam,Bongaigaon,2025-06,1466,1039,2505,0.0,0.0,0.0,33.0,14.0,14.0,61.0,5647.0,0.010802195856206835,0.0,0.44359837081636266,0.25960687090490525,-0.018593943686913406,0.0,-0.14166814237648306,-0.15813706392774923,-0.4147334868071543,-0.3812643881707102,0.0,0.07884568248674184,0.0,0.0,6,0.05401097928103421,0.12042747169228626,0.09608261191430276,0.5852282216432065,0.41476952407045814,0.16825972733405603,0.4487535465796166,-0.18585089428014873,-0.18585047531901733,0.0592842469434208
Assam,Bongaigaon,2025-07,1549,1261,2810,636.0,5760.0,6396.0,236.0,51.0,16.0,303.0,5647.0,0.05365680892509297,1.1326367982999823,0.4976093500973969,0.2743049406764654,0.04285461306888613,1.1326367982999823,0.05401097928103421,0.01469806977156013,-0.14166814237648306,-0.15813706392774923,-0.4147334868071543,-0.3812643881707102,0.0,0.07884568248674184,7,-0.017708517797060397,-0.207820832240049,-0.17204985080726676,0.16825972733405603,0.4487535465796166,0.24237101442357198,0.28487025510615116,0.35155834956614135,0.21691616823749227,-0.0907117817620228
Assam,Bongaigaon,2025-09,1938,772,2710,502.0,4784.0,5286.0,734.0,161.0,6.0,901.0,5647.0,0.15955374535151406,0.936072250752612,0.4799008323003365,0.34319107490703027,0.10589693642642109,-0.1965645475473703,-0.017708517797060397,0.06888613423056489,0.05401097928103421,0.01469806977156013,-0.14166814237648306,-0.15813706392774923,-0.4147334868071543,-0.3812643881707102,9,0.5200991676996636,-0.07042323993524445,-0.06157775083492481,0.24237101442357198,0.28487025510615116,0.42172294761108237,0.3866946315313709,-0.023153887019656476,-0.012207684786791458,-0.049780536259007094
Assam,Bongaigaon,2025-10,4038,2546,6584,278.0,2713.0,2991.0,313.0,81.0,28.0,422.0,6584.0,0.06409477521263669,0.4542831105710814,1.0,0.6133049817739976,-0.09545897013887737,-0.48178914018153063,0.5200991676996636,0.27011390686696735,-0.017708517797060397,0.06888613423056489,0.05401097928103421,0.01469806977156013,-0.14166814237648306,-0.15813706392774923,10,-0.303311057108141,-0.10077130888892086,-0.07768225006329273,0.42172294761108237,0.3866946315313709,0.35381704219644683,0.3008497970797767,0.4433156168363035,0.35838413775884786,-0.05085599311680107
Assam,Bongaigaon,2025-11,3207,1380,4587,348.0,4129.0,4477.0,385.0,95.0,14.0,494.0,6584.0,0.0750303766707169,0.6799817739975699,0.696688942891859,0.487089914945322,0.010935601458080202,0.22569866342648848,-0.303311057108141,-0.12621506682867561,0.5200991676996636,0.27011390686696735,-0.017708517797060397,0.06888613423056489,0.05401097928103421,0.01469806977156013,11,-0.04678007290400965,0.06884524445416419,0.056771362648537826,0.35381704219644683,0.3008497970797767,0.35381704219644683,0.3008497970797767,-0.2757062575941678,-0.18049574422785014,0.03716632854652252
Assam,Cachar,2025-06,2385,2077,4462,0.0,0.0,0.0,847.0,584.0,201.0,1632.0,12349.0,0.13215644991497288,0.0,0.3613248036278241,0.19313304721030042,0.13215644991497288,0.0,-0.14025427160093934,-0.1411450319863957,-0.49842092477123656,-0.43363835128350475,0.0,0.29311346893255336,0.0,0.0,6,0.23467487245930846,0.2098123634409516,0.19383283991428563,0.5345121916873476,0.4654850407273044,0.4427909135829149,0.4499992449672994,-0.14250141711879505,-0.14250102273396095,0.17305205187931336
Assam,Cachar,2025-07,4048,3312,7360,154.0,1628.0,1782.0,4026.0,1357.0,490.0,5873.0,12349.0,0.4755850676168111,0.1443031824439226,0.5959996760871326,0.3277998218479229,0.3434286177018382,0.1443031824439226,0.23467487245930846,0.13466677463762247,-0.14025427160093934,-0.1411450319863957,-0.49842092477123656,-0.43363835128350475,0.0,0.29311346893255336,7,0.03611628471941053,-0.14054455145322212,-0.10308441640103828,0.4427909135829149,0.4499992449672994,0.2626902610208666,0.29528521054611007,0.39027451615515424,0.34843324715626833,-0.05751857585257592
Assam,Cachar,2025-09,5501,2305,7806,1027.0,12108.0,13135.0,2579.0,871.0,13.0,3463.0,12349.0,0.28042756498501903,1.0636488784516964,0.6321159608065431,0.4454611709450158,-0.19515750263179205,0.9193456960077738,0.03611628471941053,0.11766134909709292,0.23467487245930846,0.13466677463762247,-0.14025427160093934,-0.1411450319863957,-0.49842092477123656,-0.43363835128350475,9,0.02413150862418001,-0.09459622023505677,-0.05865235561923382,0.2626902610208666,0.29528521054611007,0.25377588504684706,0.4775412269056501,0.24657867033767922,0.13758484986002464,-0.0428934713206689
Assam,Cachar,2025-10,4234,3870,8104,672.0,7908.0,8580.0,1150.0,427.0,304.0,1881.0,12349.0,0.1523200259130294,0.6947931006559236,0.6562474694307231,0.3428617701838206,-0.12810753907198963,-0.36885577779577283,0.02413150862418001,-0.10259940076119523,0.03611628471941053,0.11766134909709292,0.23467487245930846,0.13466677463762247,-0.14025427160093934,-0.1411450319863957,10,0.04686210608753949,0.10052817461706956,0.06985332750757259,0.25377588504684706,0.4775412269056501,0.2187724998232253,0.36310934667635214,-0.12575917078305943,-0.09196983357860788,0.04064638319424606
Assam,Cachar,2025-11,3629,2069,5698,954.0,9936.0,10890.0,1167.0,540.0,177.0,1884.0,8104.0,0.23247778874629813,1.3437808489634748,0.7031095755182626,0.4478035538005923,0.08015776283326873,0.6489877483075512,0.04686210608753949,0.1049417836167717,0.02413150862418001,-0.10259940076119523,0.03611628471941053,0.11766134909709292,0.23467487245930846,0.13466677463762247,11,0.2968904244817374,0.14064804206171502,0.1777138919203038,0.2187724998232253,0.36310934667635214,0.2187724998232253,0.36310934667635214,0.2553839297769374,0.14860327262492276,0.1034084875792127
Assam,Charaideo,2025-06,739,258,997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,0.0,0.0,1.0,0.7412236710130391,-0.08103727714748785,0.0,0.03889789303079416,0.1188573825203324,0.06807131280388978,-0.0016207455429496642,-0.10696920583468394,-0.0486223662884927,0.0,0.0,6,0.0,0.007706788263621519,0.022332279256793503,0.7412229297901094,0.2587760702108907,0.784736436285882,0.21526256371511807,0.0483529193740053,0.04835287102113429,0.02233225692453658
Assam,Charaideo,2025-07,1090,299,1389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1389.0,0.0,0.0,1.0,0.7847372210223182,0.0,0.0,0.0,0.043513550009279145,0.03889789303079416,0.1188573825203324,0.06807131280388978,-0.0016207455429496642,-0.10696920583468394,-0.0486223662884927,7,0.0,-0.2820817427105813,-0.27558067922211643,0.784736436285882,0.21526256371511807,0.3678400954711942,0.13686792725044514,0.010878387502319786,0.010878376623943163,-0.13908777971048072
Assam,Charaideo,2025-09,1400,222,1622,198.0,1986.0,2184.0,202.0,97.0,0.0,299.0,1622.0,0.1843403205918619,1.3464858199753391,1.0,0.8631319358816276,0.1843403205918619,1.3464858199753391,0.0,0.07839471485930938,0.0,0.043513550009279145,0.03889789303079416,0.1188573825203324,0.06807131280388978,-0.0016207455429496642,9,-0.45067817509247843,-0.20118357284264612,-0.14440108071544094,0.3678400954711942,0.13686792725044514,0.2071049372924383,0.38496001750263925,0.4023052138566276,0.20304666901618476,-0.08549481932614789
Assam,Charaideo,2025-10,548,343,891,89.0,1666.0,1755.0,106.0,63.0,0.0,169.0,1622.0,0.10419235511713934,1.0819975339087546,0.5493218249075216,0.33785450061652283,-0.08014796547472255,-0.2644882860665845,-0.45067817509247843,-0.5252774352651048,0.0,0.07839471485930938,0.0,0.043513550009279145,0.03889789303079416,0.1188573825203324,10,-0.056103575832305796,0.27545171911319705,0.18642227806295628,0.2071049372924383,0.38496001750263925,0.22213898268158944,0.2574994779198085,-0.6681565967940815,-0.39559210527692074,0.0894152944719221
Assam,Charaideo,2025-11,594,206,800,167.0,1707.0,1874.0,144.0,80.0,1.0,225.0,1622.0,0.13871763255240444,1.155363748458693,0.4932182490752158,0.36621454993834773,0.034525277435265095,0.0733662145499383,-0.056103575832305796,0.0283600493218249,-0.45067817509247843,-0.5252774352651048,0.0,0.07839471485930938,0.0,0.043513550009279145,11,0.020345252774352673,0.18473692605774747,0.1923759709543072,0.22213898268158944,0.2574994779198085,0.22213898268158944,0.2574994779198085,-0.022040690505548723,-0.010571562864673235,0.09227091456522314
Assam,Chirang,2025-06,2909,799,3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3708.0,0.0,0.0,1.0,0.7845199568500539,0.0,0.0,0.4040247678018576,0.4006190280574843,-0.4040247678018576,-0.42012383900928796,0.0,0.10053131802019821,0.0,0.0,6,-0.38996763754045305,-0.1940065131240779,-0.13415274951404382,0.7845191723308816,0.21547982767011842,0.6613605427387743,0.3386378180066184,0.5041795248162286,0.504179020637208,-0.1341525296035311
Assam,Chirang,2025-07,1496,766,2262,0.0,0.0,0.0,893.0,364.0,52.0,1309.0,3708.0,0.3530204962243797,0.0,0.610032362459547,0.4034519956850054,0.3530204962243797,0.0,-0.38996763754045305,-0.38106796116504854,0.4040247678018576,0.4006190280574843,-0.4040247678018576,-0.42012383900928796,0.0,0.10053131802019821,7,-0.30636461704422874,-0.25963325442454577,-0.30292138669655083,0.6613605427387743,0.3386378180066184,0.19844697644677373,0.43250301623340653,-0.39697950377562025,-0.3969788530251397,-0.1911282467188588
Assam,Chirang,2025-09,639,487,1126,196.0,1898.0,2094.0,335.0,175.0,1.0,511.0,3708.0,0.1378101402373247,0.5647249190938511,0.3036677454153182,0.17233009708737865,-0.21521035598705499,0.5647249190938511,-0.30636461704422874,-0.23112189859762675,-0.38996763754045305,-0.38106796116504854,0.4040247678018576,0.4006190280574843,-0.4040247678018576,-0.42012383900928796,9,0.6963322545846817,0.2096053429182458,0.1826712961924811,0.19844697644677373,0.43250301623340653,0.3323163626394274,0.5004821250005006,-0.27676645091693636,-0.17462579018016047,0.1521283792043236
Assam,Chirang,2025-10,2070,2074,4144,140.0,1945.0,2085.0,145.0,83.0,1.0,229.0,4144.0,0.05526061776061776,0.5031370656370656,1.0,0.4995173745173745,-0.08254952247670695,-0.061587853456785524,0.6963322545846817,0.32718727742999587,-0.30636461704422874,-0.23112189859762675,-0.38996763754045305,-0.38106796116504854,0.4040247678018576,0.4006190280574843,10,-0.04971042471042475,-0.014300631153736634,0.029655964359323914,0.3323163626394274,0.5004821250005006,0.4392520664203289,0.24809521886577274,0.7420947299588075,0.6180153687952556,0.020383946594922674
Assam,Chirang,2025-11,2961,977,3938,288.0,2515.0,2803.0,223.0,135.0,2.0,360.0,4144.0,0.08687258687258688,0.6763996138996139,0.9502895752895753,0.714527027027027,0.03161196911196912,0.17326254826254828,-0.04971042471042475,0.21500965250965248,0.6963322545846817,0.32718727742999587,-0.30636461704422874,-0.23112189859762675,-0.38996763754045305,-0.38106796116504854,11,0.04971042471042475,-0.02481727042039481,0.013410382534602718,0.4392520664203289,0.24809521886577274,0.4392520664203289,0.24809521886577274,0.05526061776061772,0.037983235600993516,0.009217590029807328
